"","Site","Quad","Species","trackID","Year","basalArea_genet","recruit","survives_tplus1","age","size_tplus1","nearEdge","Suspect","Treatment","Pasture","logsize"
"189","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_7",2009,0.00379200393273602,0,1,1,0.00947836006522421,TRUE,FALSE,"gzgz","19",-5.57486065747597
"190","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_7",2010,0.00947836006522421,0,NA,2,NA,TRUE,FALSE,"gzgz","19",-4.65874396657991
"191","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_8",2008,0.000467337581968384,1,1,0,0.0014930875166662,TRUE,FALSE,"gzgz","19",-7.66845868784868
"192","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_8",2009,0.0014930875166662,0,NA,1,NA,TRUE,FALSE,"gzgz","19",-6.50690914414828
"193","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_9",2008,0.00133930613612419,1,1,0,0.000885455747692025,TRUE,FALSE,"gzgz","19",-6.61560360799117
"194","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2008_9",2009,0.000885455747692025,0,NA,1,NA,FALSE,FALSE,"gzgz","19",-7.02940807636392
"195","CO","gzgz_19","Bouteloua gracilis","BOUGRA_2009_1",2009,0.000295787965533733,1,NA,0,NA,TRUE,FALSE,"gzgz","19",-8.12586769298535
"690","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",1997,0.0564617366125696,NA,1,NA,0.00118221315372204,TRUE,TRUE,"gzgz","24",-2.87419209834839
"691","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",1998,0.00118221315372204,NA,1,NA,2.49999999999994e-05,FALSE,TRUE,"gzgz","24",-6.74036704315811
"692","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2000,2.49999999999994e-05,NA,1,NA,0.000529755307206563,FALSE,FALSE,"gzgz","24",-10.5966347330961
"693","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2001,0.000529755307206563,NA,1,NA,0.00194119403669454,FALSE,FALSE,"gzgz","24",-7.54309534254314
"694","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2003,0.00194119403669454,NA,1,NA,0.00043297997661833,FALSE,FALSE,"gzgz","24",-6.24445201240654
"695","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2004,0.00043297997661833,NA,1,NA,0.00954330227786141,FALSE,FALSE,"gzgz","24",-7.74481907440672
"696","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2006,0.00954330227786141,NA,1,NA,0.0183242850821817,FALSE,FALSE,"gzgz","24",-4.65191570269905
"697","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2007,0.0183242850821817,NA,1,NA,0.00857330472308661,FALSE,FALSE,"gzgz","24",-3.99952804522112
"698","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2008,0.00857330472308661,NA,1,NA,0.00156749919576757,FALSE,FALSE,"gzgz","24",-4.75910200540693
"699","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2009,0.00156749919576757,NA,1,NA,0.0041874754752314,FALSE,FALSE,"gzgz","24",-6.45827379852427
"700","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_1",2010,0.0041874754752314,NA,NA,NA,NA,FALSE,FALSE,"gzgz","24",-5.47565723850926
"701","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",1997,0.104586969316529,NA,1,NA,0.0317249468108812,TRUE,FALSE,"gzgz","24",-2.2577363114354
"702","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",1998,0.0317249468108812,NA,1,NA,0.0322989640313547,TRUE,FALSE,"gzgz","24",-3.45065194195106
"703","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",1999,0.0322989640313547,NA,1,NA,0.0273625711861889,TRUE,FALSE,"gzgz","24",-3.43272012260056
"704","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2000,0.0273625711861889,NA,1,NA,0.0270678004376219,TRUE,FALSE,"gzgz","24",-3.59857921453987
"705","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2001,0.0270678004376219,NA,1,NA,0.0201968599627214,TRUE,FALSE,"gzgz","24",-3.60941043327042
"706","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2002,0.0201968599627214,NA,1,NA,0.013673422587257,TRUE,FALSE,"gzgz","24",-3.90222813404821
"707","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2003,0.013673422587257,NA,1,NA,0.0101923900334022,TRUE,FALSE,"gzgz","24",-4.29230128743661
"708","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2004,0.0101923900334022,NA,1,NA,0.00807001985964514,TRUE,FALSE,"gzgz","24",-4.58611391230113
"709","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2005,0.00807001985964514,NA,1,NA,0.0310648104011149,FALSE,FALSE,"gzgz","24",-4.81959933578074
"710","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2007,0.0310648104011149,NA,1,NA,0.0101010779394833,TRUE,FALSE,"gzgz","24",-3.47167959878094
"711","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2008,0.0101010779394833,NA,1,NA,0.00749806561181631,TRUE,FALSE,"gzgz","24",-4.5951131341483
"712","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2009,0.00749806561181631,NA,1,NA,0.00510279322303932,TRUE,FALSE,"gzgz","24",-4.89311021013104
"713","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_2",2010,0.00510279322303932,NA,NA,NA,NA,TRUE,FALSE,"gzgz","24",-5.2779671983877
"714","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",1997,0.0030414377751429,NA,1,NA,0.000678273573587615,TRUE,FALSE,"gzgz","24",-5.79542492302108
"715","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",1998,0.000678273573587615,NA,1,NA,2.50000000000001e-05,FALSE,TRUE,"gzgz","24",-7.29595985054177
"716","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",1999,2.50000000000001e-05,NA,1,NA,0.00361145797057397,FALSE,FALSE,"gzgz","24",-10.5966347330961
"717","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",2000,0.00361145797057397,NA,1,NA,0.000452945970745152,FALSE,FALSE,"gzgz","24",-5.62364371820578
"718","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",2002,0.000452945970745152,NA,1,NA,2.5e-05,FALSE,TRUE,"gzgz","24",-7.69973770947271
"719","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",2003,2.5e-05,NA,1,NA,2.50000000000001e-05,FALSE,FALSE,"gzgz","24",-10.5966347330961
"720","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_3",2004,2.50000000000001e-05,NA,0,NA,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"721","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_4",1997,0.00102384995460844,NA,1,NA,0.000228661642496111,TRUE,FALSE,"gzgz","24",-6.88418529180389
"722","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_4",1998,0.000228661642496111,NA,1,NA,3.55643494349369e-05,TRUE,FALSE,"gzgz","24",-8.38326719073923
"723","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1997_4",1999,3.55643494349369e-05,NA,0,NA,NA,TRUE,FALSE,"gzgz","24",-10.2441668422296
"724","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_1",1999,0.000645414533843987,1,0,0,NA,TRUE,FALSE,"gzgz","24",-7.34561775947386
"725","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_10",1999,0.00101367380006038,1,0,0,NA,TRUE,FALSE,"gzgz","24",-6.89417412176138
"726","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_11",1999,2.50000000000001e-05,1,0,0,NA,TRUE,FALSE,"gzgz","24",-10.5966347330961
"727","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",1999,2.50000000000001e-05,1,1,0,0.0040969029194083,FALSE,FALSE,"gzgz","24",-10.5966347330961
"728","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2000,0.0040969029194083,0,1,1,0.00738913226714364,FALSE,FALSE,"gzgz","24",-5.49752397622944
"729","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2001,0.00738913226714364,0,1,2,0.00210342967703189,FALSE,FALSE,"gzgz","24",-4.90774497078859
"730","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2002,0.00210342967703189,0,1,3,0.00297571084603973,FALSE,FALSE,"gzgz","24",-6.1641860869012
"731","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2003,0.00297571084603973,0,1,4,0.00118851998152046,FALSE,FALSE,"gzgz","24",-5.81727232868083
"732","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2004,0.00118851998152046,0,1,5,5.00000000000003e-05,FALSE,TRUE,"gzgz","24",-6.73504645891961
"733","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2005,5.00000000000003e-05,0,1,6,0.00289778500730062,FALSE,FALSE,"gzgz","24",-9.90348755253612
"734","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2007,0.00289778500730062,0,1,7,0.00188936681158504,FALSE,FALSE,"gzgz","24",-5.84380862441234
"735","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2008,0.00188936681158504,0,1,8,0.00235537838925634,FALSE,FALSE,"gzgz","24",-6.27151352636781
"736","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2009,0.00235537838925634,0,1,9,0.00302271673072388,FALSE,FALSE,"gzgz","24",-6.05105388957712
"737","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_12",2010,0.00302271673072388,0,NA,10,NA,FALSE,FALSE,"gzgz","24",-5.80159927226479
"738","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_13",1999,2.50000000000001e-05,1,1,0,0.00485221818177651,FALSE,FALSE,"gzgz","24",-10.5966347330961
"739","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_13",2000,0.00485221818177651,0,0,1,NA,TRUE,FALSE,"gzgz","24",-5.32831932152129
"740","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",1999,2.49999999999998e-05,1,1,0,0.00771403674912232,FALSE,FALSE,"gzgz","24",-10.5966347330961
"741","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2000,0.00771403674912232,0,1,1,0.00304511203047955,FALSE,FALSE,"gzgz","24",-4.86471365525589
"742","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2002,0.00304511203047955,0,1,2,0.00402504503932559,FALSE,FALSE,"gzgz","24",-5.79421758687817
"743","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2004,0.00402504503932559,0,1,3,0.000529089912520322,FALSE,FALSE,"gzgz","24",-5.51521917827966
"744","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2005,0.000529089912520322,0,1,4,0.0079332451336844,FALSE,FALSE,"gzgz","24",-7.54435217359159
"745","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2007,0.0079332451336844,0,1,5,0.0277864609953398,FALSE,FALSE,"gzgz","24",-4.83669310463743
"746","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2008,0.0277864609953398,0,1,6,0.0183574217107163,FALSE,FALSE,"gzgz","24",-3.58320639147177
"747","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2009,0.0183574217107163,0,1,7,0.0156975654585226,FALSE,FALSE,"gzgz","24",-3.99772133335051
"748","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_14",2010,0.0156975654585226,0,NA,8,NA,FALSE,FALSE,"gzgz","24",-4.15424964498805
"749","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_15",1999,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"750","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_16",1999,2.49999999999995e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"751","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_17",1999,2.49999999999995e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"752","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_18",1999,2.49999999999995e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"753","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_19",1999,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"754","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",1999,0.00302744164052525,1,1,0,0.00281453115653211,TRUE,FALSE,"gzgz","24",-5.80003735918021
"755","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2000,0.00281453115653211,0,1,1,0.0132186537118508,TRUE,FALSE,"gzgz","24",-5.87295958311539
"756","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2001,0.0132186537118508,0,1,2,0.00145187681378032,TRUE,FALSE,"gzgz","24",-4.32612628697198
"757","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2002,0.00145187681378032,0,1,3,0.00311060429831937,TRUE,FALSE,"gzgz","24",-6.53489820517284
"758","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2003,0.00311060429831937,0,1,4,0.000508144996011778,TRUE,FALSE,"gzgz","24",-5.7729382635251
"759","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2004,0.000508144996011778,0,1,5,0.00316611510656032,TRUE,FALSE,"gzgz","24",-7.58474372589179
"760","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2006,0.00316611510656032,0,1,6,0.0128902025873993,TRUE,FALSE,"gzgz","24",-5.75524996108999
"761","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2007,0.0128902025873993,0,1,7,0.00207761682464523,TRUE,FALSE,"gzgz","24",-4.35128774552155
"762","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2008,0.00207761682464523,0,1,8,0.000345774784713518,TRUE,FALSE,"gzgz","24",-6.1765337995328
"763","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_2",2009,0.000345774784713518,0,NA,9,NA,TRUE,FALSE,"gzgz","24",-7.96972290607384
"764","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_20",1999,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"765","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",1999,2.4999999999999e-05,1,1,0,0.0389024309447117,FALSE,FALSE,"gzgz","24",-10.5966347330961
"766","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2001,0.0389024309447117,0,1,1,0.00258214023227546,FALSE,TRUE,"gzgz","24",-3.24669853815832
"767","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2003,0.00258214023227546,0,1,2,0.00279610992187623,FALSE,FALSE,"gzgz","24",-5.9591366765393
"768","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2004,0.00279610992187623,0,1,3,0.00226544994119913,FALSE,FALSE,"gzgz","24",-5.87952614140759
"769","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2005,0.00226544994119913,0,1,4,0.00254842491916193,FALSE,FALSE,"gzgz","24",-6.08998189023931
"770","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2006,0.00254842491916193,0,1,5,0.0133785149259951,FALSE,FALSE,"gzgz","24",-5.97227978941395
"771","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2007,0.0133785149259951,0,1,6,0.00489905631228354,FALSE,FALSE,"gzgz","24",-4.31410522252022
"772","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2008,0.00489905631228354,0,1,7,0.0014950911080659,FALSE,FALSE,"gzgz","24",-5.31871268174315
"773","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2009,0.0014950911080659,0,1,8,0.00388280710746139,FALSE,FALSE,"gzgz","24",-6.50556813214626
"774","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_21",2010,0.00388280710746139,0,NA,9,NA,FALSE,FALSE,"gzgz","24",-5.55119690562891
"775","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",1999,2.49999999999994e-05,1,1,0,2.49999999999994e-05,FALSE,FALSE,"gzgz","24",-10.5966347330961
"776","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",2001,2.49999999999994e-05,0,1,1,0.000780818301374439,FALSE,FALSE,"gzgz","24",-10.5966347330961
"777","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",2003,0.000780818301374439,0,1,2,0.00117333006348201,FALSE,FALSE,"gzgz","24",-7.15516808387979
"778","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",2004,0.00117333006348201,0,1,3,0.00122667997344395,FALSE,FALSE,"gzgz","24",-6.74790936484923
"779","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",2005,0.00122667997344395,0,1,4,0.00177254001953548,FALSE,FALSE,"gzgz","24",-6.70344396761198
"780","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_22",2006,0.00177254001953548,0,0,5,NA,FALSE,FALSE,"gzgz","24",-6.33534172179567
"781","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",1999,2.49999999999994e-05,1,1,0,0.00204239038305822,FALSE,FALSE,"gzgz","24",-10.5966347330961
"782","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2001,0.00204239038305822,0,1,1,0.000813832503918382,FALSE,FALSE,"gzgz","24",-6.19363440069565
"783","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2003,0.000813832503918382,0,1,2,0.000814749908767879,FALSE,FALSE,"gzgz","24",-7.11375598227715
"784","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2004,0.000814749908767879,0,1,3,0.00139346989760323,FALSE,FALSE,"gzgz","24",-7.11262935222221
"785","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2005,0.00139346989760323,0,1,4,0.00202256001526717,FALSE,FALSE,"gzgz","24",-6.57595831328261
"786","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2006,0.00202256001526717,0,1,5,0.00697143013855979,FALSE,FALSE,"gzgz","24",-6.20339123566859
"787","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2007,0.00697143013855979,0,1,6,0.0018173375541519,FALSE,FALSE,"gzgz","24",-4.96593489038496
"788","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2008,0.0018173375541519,0,1,7,0.00178767365416815,FALSE,FALSE,"gzgz","24",-6.31038273128459
"789","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2009,0.00178767365416815,0,1,8,0.00435932262793586,FALSE,FALSE,"gzgz","24",-6.32684013892981
"790","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_23",2010,0.00435932262793586,0,NA,9,NA,FALSE,FALSE,"gzgz","24",-5.43543859425607
"791","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_24",1999,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"792","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_25",1999,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"793","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_26",1999,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"gzgz","24",-10.5966347330961
"794","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_27",1999,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"gzgz","24",-10.5966347330961
"795","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_3",1999,0.00191962193890585,1,1,0,2.49999999999994e-05,FALSE,TRUE,"gzgz","24",-6.25562701915101
"796","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_3",2000,2.49999999999994e-05,0,1,1,2.49999999999994e-05,FALSE,FALSE,"gzgz","24",-10.5966347330961
"797","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_3",2001,2.49999999999994e-05,0,0,2,NA,FALSE,FALSE,"gzgz","24",-10.5966347330961
"798","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_4",1999,0.0130128370765209,1,0,0,NA,FALSE,FALSE,"gzgz","24",-4.34181894132115
"799","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",1999,0.0184568507050278,1,1,0,0.00163241108161921,TRUE,TRUE,"gzgz","24",-3.99231966548919
"800","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2000,0.00163241108161921,0,1,1,0.00456214580424874,TRUE,FALSE,"gzgz","24",-6.41769716591167
"801","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2002,0.00456214580424874,0,1,2,0.00124084255411987,TRUE,FALSE,"gzgz","24",-5.38996219503252
"802","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2003,0.00124084255411987,0,1,3,0.0011916950128665,TRUE,FALSE,"gzgz","24",-6.69196465097769
"803","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2004,0.0011916950128665,0,1,4,0.000418813769508989,TRUE,FALSE,"gzgz","24",-6.73237860476634
"804","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2005,0.000418813769508989,0,1,5,0.000877067417556805,TRUE,FALSE,"gzgz","24",-7.77808420102464
"805","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2007,0.000877067417556805,0,1,6,0.000931940848884795,TRUE,FALSE,"gzgz","24",-7.03892669561986
"806","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2008,0.000931940848884795,0,1,7,0.00161246956120172,TRUE,FALSE,"gzgz","24",-6.9782412121546
"807","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2009,0.00161246956120172,0,1,8,0.00270552023815256,TRUE,FALSE,"gzgz","24",-6.42998838624664
"808","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_5",2010,0.00270552023815256,0,NA,9,NA,TRUE,FALSE,"gzgz","24",-5.9124610605352
"809","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",1999,0.00201469004035866,1,1,0,0.00484617840876571,FALSE,FALSE,"gzgz","24",-6.20728992154068
"810","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2001,0.00484617840876571,0,1,1,0.00307478980793897,FALSE,FALSE,"gzgz","24",-5.32956484158952
"811","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2003,0.00307478980793897,0,1,2,0.00208217487546016,TRUE,FALSE,"gzgz","24",-5.78451873520177
"812","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2004,0.00208217487546016,0,1,3,0.00364349014848406,FALSE,FALSE,"gzgz","24",-6.17434231833963
"813","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2005,0.00364349014848406,0,1,4,0.0012227375213821,FALSE,FALSE,"gzgz","24",-5.61481322471815
"814","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2006,0.0012227375213821,0,1,5,0.0027866601010346,FALSE,FALSE,"gzgz","24",-6.7066630639683
"815","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2007,0.0027866601010346,0,1,6,0.000638358678759825,FALSE,FALSE,"gzgz","24",-5.88291149664447
"816","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2008,0.000638358678759825,0,1,7,0.000356137770678935,FALSE,FALSE,"gzgz","24",-7.35661024017692
"817","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2009,0.000356137770678935,0,1,8,0.000417970711689562,FALSE,FALSE,"gzgz","24",-7.94019290568685
"818","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_6",2010,0.000417970711689562,0,NA,9,NA,FALSE,FALSE,"gzgz","24",-7.7800991956227
"819","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_7",1999,0.0067831247547069,1,1,0,9.99999999999981e-05,FALSE,TRUE,"gzgz","24",-4.99331740492625
"820","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_7",2000,9.99999999999981e-05,0,0,1,NA,FALSE,FALSE,"gzgz","24",-9.2103403719762
"821","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_8",1999,0.000596577009230069,1,0,0,NA,TRUE,FALSE,"gzgz","24",-7.42430222294855
"822","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_9",1999,0.00159212436292427,1,1,0,0.00103531674978595,TRUE,FALSE,"gzgz","24",-6.44268607719621
"823","CO","gzgz_24","Bouteloua gracilis","BOUGRA_1999_9",2000,0.00103531674978595,0,0,1,NA,TRUE,FALSE,"gzgz","24",-6.87304786064448
"824","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2000,0.00170138856744416,1,1,0,0.00200018553286637,TRUE,FALSE,"gzgz","24",-6.37631055694421
"825","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2002,0.00200018553286637,0,1,1,0.000932143904309786,TRUE,FALSE,"gzgz","24",-6.21451533629155
"826","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2003,0.000932143904309786,0,1,2,0.00272821001319234,TRUE,FALSE,"gzgz","24",-6.97802335143185
"827","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2004,0.00272821001319234,0,1,3,0.00710550499214102,TRUE,FALSE,"gzgz","24",-5.90410955765602
"828","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2006,0.00710550499214102,0,1,4,0.0104224448547262,TRUE,FALSE,"gzgz","24",-4.9468854443584
"829","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2007,0.0104224448547262,0,1,5,0.00323896951579464,TRUE,FALSE,"gzgz","24",-4.56379363920665
"830","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2008,0.00323896951579464,0,1,6,0.00632878180843803,TRUE,FALSE,"gzgz","24",-5.73250005044741
"831","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2009,0.00632878180843803,0,1,7,0.00593502017972298,TRUE,FALSE,"gzgz","24",-5.06264750867058
"832","CO","gzgz_24","Bouteloua gracilis","BOUGRA_2000_1",2010,0.00593502017972298,0,NA,8,NA,TRUE,FALSE,"gzgz","24",-5.12688485080447
